Gene	baseMean	log2FoldChange	lfcSE	pvalue	padj	threshold
CDYL2	5.597927375870402	0.03861846576681504	0.14113551977728017	0.37649490095928523	NA	NA
SDC4	6.199383675202342	0.03861476796599657	0.14906951486701092	0.0027362705712957024	NA	NA
DCBLD2	46.31413790664112	0.03860027667091748	0.14838388463123342	0.02724998732384267	0.1931224226010641	FALSE
VCX2	2.3584011734112984	0.03859729013760855	0.14666255540833045	0.15166512644863356	NA	NA
UBQLNL	26.06652184978573	0.03859411265156316	0.12613178997138846	0.5494546484205136	0.7516965696239784	FALSE
CHDH	2.775147891447284	0.038585384928665416	0.14145585544752595	0.3724295128320183	NA	NA
PRKCQ	0.7799654322323973	0.03857349911573076	0.14701258204551196	0.08804217866430097	NA	NA
C13orf46	8.447784611245414	0.03856843074498106	0.13584549856986425	0.4713060383554189	0.6964475639391019	FALSE
MET	3.155579224389988	0.03855946233132021	0.14854245038550778	0.02337234260612396	NA	NA
CPTP	5.49131187237125	0.038551938771178955	0.13825632227981136	0.43657168924666334	NA	NA
SRGAP2C	3.2756632230018154	0.038543255571215254	0.14741752397692595	0.09679644525691534	NA	NA
LINC00954	0.7357568991898567	0.03852414504229471	0.14800407726971634	0.03959228319275612	NA	NA
RDH10	2.7325897664723313	0.03852355551727256	0.14076506465178562	0.38980930024116983	NA	NA
PTPRH	0.99589522221817806	0.03851816410324484	0.14640467904816784	0.145761171376189	NA	NA
DGCR6L	15.87045406868654	0.038507771025420204	0.1371506675161011	0.43972034083221245	0.6732953504130823	FALSE
GABRA2	4.977212944124465	0.03849510911567496	0.14295009027786723	0.3247668633276778	NA	NA
SH3BP4	5.488047931417988	0.0384937594813973	0.1366937620590719	0.4608188121899025	NA	NA
CDNF	2.8995695442201956	0.03849235384337137	0.14047029061767713	0.39707475154911226	NA	NA
ZNF844	1.7728013535983735	0.03849075306559329	0.14399981012032503	0.2923442594325035	NA	NA
PAQR5-DT	1.0288101032770003	0.038481996587432565	0.14658955421350858	0.135533014837353	NA	NA
ST3GAL2	2.667750682240362	0.0384658315688033	0.1444422783488746	0.26967944231819024	NA	NA
STK36	1.7684732089650026	0.03845817011524433	0.14385600559025238	0.29773735765864745	NA	NA
GIPC2	1.4203327055210653	0.03845367071432168	0.1454673509659106	0.225772438453845	NA	NA
SERTAD1	1.415189294990036	0.03845243920401735	0.14513954187650857	0.24205523930903214	NA	NA
BRI3	6.209726328618893	0.03844506894842407	0.14484513232393117	0.24745366377866862	NA	NA
MYOSLID	0.6066368967205596	0.038443527438777936	0.1476672859895947	0.05938543819810844	NA	NA
EEF1A1	88.36379854210448	0.03843658243985169	0.14416912515547248	0.2868402333199379	0.5551683591905592	FALSE
EI24	4.475732932684378	0.03841936940062235	0.14049163378495666	0.39351044507796856	NA	NA
PTCD1	2.0320238653242058	0.03840830602903141	0.143872175785899	0.2957991571349409	NA	NA
TRAPPC1	2.264802341817532	0.03840411543396362	0.14616940315039792	0.17995284349301507	NA	NA
PYGO1	6.638101857960454	0.038400158973490146	0.13882815779108915	0.4281631930180013	NA	NA
RPL27A	34.31366464648175	0.03839378911863564	0.14659464454264665	0.14787098361880083	0.4049782917978678	FALSE
ZNHIT1	4.286424716193675	0.03839193515493184	0.1410782554977329	0.37708253693037064	NA	NA
ZNF256	0.6177341086826589	0.03839067894513321	0.14765363350647778	0.0592866032976095	NA	NA
SLC7A11	4.075335762904224	0.038385248590675575	0.14796654207864732	0.053118602685070404	NA	NA
LRP12	3.1683676291740777	0.038370633721157885	0.14032101924931767	0.39361990081834436	NA	NA
KRT10	3.057408386782864	0.03836553026242747	0.14461964059263563	0.2601392106207815	NA	NA
MC2R	18.410827261284734	0.038360034936196975	0.14782435947939096	0.05957492076889291	0.2668694170921005	FALSE
SLC23A1	0.9015681021061225	0.03835116487431331	0.1473011477009497	0.06807671520537828	NA	NA
MGARP	0.724747291411036	0.03834618306786818	0.14785277317131446	0.045442441832271856	NA	NA
ZNF485	1.2166680951799542	0.038336731175573374	0.14587467003989618	0.20259338176842526	NA	NA
XPC	1.9773717419672883	0.03833625095136357	0.1432337574466821	0.32021604576895046	NA	NA
THNSL2	1.7598048543367706	0.03833610473559517	0.14395452603131362	0.29358558924815775	NA	NA
TMPPE	0.6726559899507042	0.03833587076195941	0.14774976394869535	0.05192319275063636	NA	NA
DPP10-AS1	3.0916801082193124	0.03832785829845678	0.139680181824022	0.4145131739877278	NA	NA
PPIB	4.033246927506585	0.03832362197622105	0.14851964272322918	0.018435855258262197	NA	NA
CD2BP2	2.6646678379855713	0.03832262795494487	0.14206563897772598	0.35435437791005686	NA	NA
PIH1D1	1.6377713514606391	0.03831590334865044	0.14461919924295863	0.26561280782525254	NA	NA
GBGT1	0.6460309897199099	0.03831072203754545	0.14767197842202492	0.05665914537788702	NA	NA
ZRSR2	1.2340109788978002	0.03830365420992879	0.14582098432096313	0.2066287154504618	NA	NA
ZMYND19	1.572343493622212	0.03828960442953338	0.14433531437789385	0.2777479331897778	NA	NA
ZNF317	1.7673262213940473	0.03827736795909961	0.14372573480133508	0.3036901894576042	NA	NA
ST7	4.177274709566535	0.03827562476270629	0.14253042678372618	0.33880280861963	NA	NA
HASPIN	1.0468879694834998	0.03827292401860351	0.1464251778089479	0.14159093833624894	NA	NA
DYNLT1	5.0147551820858824	0.03824421179910647	0.14126514983387933	0.3746639996495924	NA	NA
BOLL	3.2809434562493656	0.03822932793089951	0.1390420658516154	0.42581985089248725	NA	NA
TSHZ3	1.6250465149776492	0.03822739920748034	0.1445796521565004	0.259586623700777	NA	NA
NREP	4.58491999216851	0.03821016773491104	0.1363098272848636	0.46984241454757036	NA	NA
POLE4	2.360674911747731	0.03820684129754859	0.1462789988956061	0.16949408500669289	NA	NA
QSOX2	2.18160184454923	0.038200084648996754	0.14262973342197677	0.34164037308249556	NA	NA
PSMD7-DT	6.566377789353067	0.0381964378116173	0.13098202772157652	0.524389936919656	NA	NA
KLHDC2	2.6383025752292495	0.038191745234383526	0.14189872419468919	0.3608010098907089	NA	NA
PDCD4	2.9807032998821756	0.03819119711667278	0.1404328165844178	0.4016730527551552	NA	NA
DHCR7	3.214757010126008	0.03818641447021046	0.14791961862985278	0.05313586428447438	NA	NA
RANBP17	11.475937486940506	0.03818450799931174	0.13591530620257247	0.471821454295492	0.6968477570180698	FALSE
IGF2	3.475978289721454	0.038183862458869636	0.14776013256288476	0.06320009983363446	NA	NA
SIAH3	2.1328275479989096	0.03817337383533374	0.14244230687006124	0.34872895087260264	NA	NA
ZNF845	1.6776345223342268	0.038168845932068984	0.1455493908468214	0.6152035797968793	NA	NA
RETREG1	4.681203776554656	0.038164500078021336	0.13659241609529324	0.466121392159102	NA	NA
ZNF487	4.675823750089876	0.03815668045180504	0.13617230362450428	0.46758904449143057	NA	NA
BEST3	3.507213051124237	0.03815174431924287	0.13875877937558928	0.4328470104839689	NA	NA
ZNF181	2.6729867448008324	0.038150980444299994	0.1443770550451953	0.2776122846899158	NA	NA
AMER2	2.4925454964223808	0.03813361859836121	0.13923119185792562	0.7961794516572503	NA	NA
ARNTL2	2.621867363326183	0.03809864178495194	0.142211604335956	0.34900634571285216	NA	NA
MT-TT	0.7649877410672647	0.0380893969768938	0.146809222428631	0.09227787917581408	NA	NA
DARS1-AS1	2.7193561903826433	0.038084784946613603	0.1406886579998613	0.39307136918439484	NA	NA
UNC45A	3.946978970108751	0.038083374846225294	0.13756822380631817	0.45226983582963626	NA	NA
DBF4	2.7302695682945526	0.03808326433289419	0.14069349382499258	0.3929293840182484	NA	NA
DOCK8	5.28616197046065	0.038077560120261464	0.13495468232943592	0.4877439298661977	NA	NA
PARP8	3.7553468687953084	0.03807166396550599	0.13824055835910043	0.4354529749413954	NA	NA
DBNL	5.109013462973759	0.03806974054737235	0.14427350253938337	0.2725473025870113	NA	NA
LTB	0.9608462437239641	0.03806875922313671	0.14620736011284316	0.15156473633999304	NA	NA
CRBN	3.8830191193077	0.038068553977399076	0.1447702112106245	0.2496943542466933	NA	NA
MT-TQ	1.7379664913527229	0.03804431633688575	0.1436023220688433	0.3039000043455677	NA	NA
ZNF236	8.972300166705352	0.038040735217879436	0.13731199384012033	0.46095686850145656	0.689217448495216	FALSE
GOLGA1	3.688815858903285	0.038036590404135526	0.13832213733752444	0.4406541464093238	NA	NA
MAP2K6	2.990150573511027	0.038030943703155	0.14564440396296405	0.2049684075024819	NA	NA
SLC5A4-AS1	2.5227453117743033	0.038022150028117443	0.14138006441608192	0.37248749567243145	NA	NA
CHTOP	2.973672041348764	0.03801932781735724	0.1442291018584221	0.276562124286453	NA	NA
HS3ST1	1.751838493453011	0.0380090584851733	0.14376374256860155	0.3001631472778	NA	NA
TXNL1	3.3850801095572676	0.03800674759997411	0.13916276895177934	0.42567851438953974	NA	NA
PSMB4	4.5840195632907506	0.03800007233884065	0.14657735211176465	0.14330322690162675	NA	NA
ARF5	3.3937907321631666	0.03799262835945714	0.1394459691722339	0.4200069355274647	NA	NA
SPRYD4	2.9225777497952	0.03798709688298087	0.1454271401970682	0.2167487756709977	NA	NA
FUT2	0.959435732380133	0.03798463992432749	0.14616068893879866	0.15652156650921698	NA	NA
TRAF3IP2	3.2640409396214203	0.03797943988104564	0.1405410774039797	0.3954481597259854	NA	NA
NEFM	11.693669631235487	0.03796850042627165	0.13617374687112813	0.4748532569626535	0.6986213965357212	FALSE
TMEM236	1.463716087654382	0.03796516846929012	0.1456157713603179	0.21171636576703456	NA	NA
GAL	0.9472697068769265	0.037949044625500854	0.14806284400350672	0.025381665598273616	NA	NA
UTP20	4.2747212798798975	0.03793791101574953	0.1448346481002199	0.24546443114249195	NA	NA
TRMT112	7.023054484767659	0.037932768119840914	0.14762099318921557	0.06487834462385665	NA	NA
GSTP1	6.634505942245924	0.0379302110462907	0.14855431228766228	0.008492686565783029	NA	NA
TRIM55	1.5437568903527852	0.03792343924348936	0.14422178043912376	0.27925969561035197	NA	NA
ZSCAN25	2.4865469699912364	0.03791375050907567	0.14470868628071093	0.25303666983415124	NA	NA
SLA2	1.3422748858539975	0.03791280091820644	0.14791671404297999	0.030303449541800555	NA	NA
SMOX	2.1764549525119343	0.0378986797229893	0.14257106806328804	0.342789148270517	NA	NA
DCAF1	76.0853740486011	0.03789561182298053	0.1056154512475925	0.5988903810049169	0.786058059602609	FALSE
S100A6	0.7857668187884886	0.03789157360324094	0.14781120104260326	0.03911958142627532	NA	NA
LINC01106	0.8343571896278228	0.037885523068944646	0.14699438498077508	0.07902858248438706	NA	NA
AFMID	2.064112052527028	0.03788383293363249	0.14358953233498223	0.3049743459347625	NA	NA
TRPM6	3.390177180232523	0.037877062615151155	0.14302499204769306	0.3548281602877933	NA	NA
ZNF239	1.3318337685232562	0.03787490950608652	0.14478732953218576	0.2564294369978269	NA	NA
STK26	0.8670507491626204	0.03787374881994589	0.14696431344255015	0.0801384188263914	NA	NA
RRAS	1.761344702739726	0.03786057819586762	0.14641699216357007	0.1575450849431439	NA	NA
CISD3	2.1701779946161235	0.03786043602432531	0.14565106482560905	0.20682125429376255	NA	NA
FTX	6.229599628716056	0.03784740253879566	0.13987956255550257	0.4082152819485616	NA	NA
PGK2	20.067210708472878	0.037843463408811256	0.13998605362583508	0.3893175126696301	0.6429945470120442	FALSE
NUP85	8.262538693250342	0.037836543093860434	0.13914436455094095	0.42222616676586316	0.6584139841904456	FALSE
ANKFY1	6.281988820358145	0.0378331812608569	0.1407051479548596	0.3891256377706243	NA	NA
PCDHB16	1.53722995904109	0.037818733765795004	0.14624006844280746	0.5625008853870114	NA	NA
NOC4L	4.71338481045139	0.03781696930380179	0.13547353440188417	0.4797528790959442	NA	NA
TRAF2	1.1735573892485687	0.03781562246319422	0.1467840687025924	0.11326881219001023	NA	NA
LETM1	5.364279020041958	0.037809096501224417	0.1431199931664128	0.31727652803558565	NA	NA
LAMTOR3	2.913128766783157	0.037804014546089136	0.14209892849136965	0.3544883820783131	NA	NA
BHLHE22	1.407928795728939	0.037800238122432384	0.1451461000543869	0.23632754526051922	NA	NA
ARHGAP1	3.954525745259976	0.03780012179828261	0.1447708776909103	0.24778855747468964	NA	NA
UVRAG-DT	2.878220376408044	0.03778815996722897	0.14006066721412536	0.4090840712806075	NA	NA
RHOG	2.0399205430704876	0.037777575801665145	0.14336641644179657	0.31531412213602433	NA	NA
EMC8	2.7496505624112277	0.037777570088485514	0.1407265666275852	0.3951095615728626	NA	NA
PSMA3	2.3728957650682547	0.037774905691820466	0.14178684054155558	0.36667748896404373	NA	NA
MAF1	5.475173584918782	0.03777428275269482	0.13571945125262952	0.4799179205882222	NA	NA
HIVEP1	7.405310268190827	0.03777377097703171	0.13613680972339734	0.47280577659692946	0.6972172140396751	FALSE
DCAF13	4.378155885667876	0.037751841627378206	0.14761316148839415	0.06234242967704443	NA	NA
ACBD4	1.3757165573638943	0.037738920468457164	0.14493407779031045	0.24628699849603675	NA	NA
STAT5A	3.613289063886556	0.037729829924394144	0.14540666446453057	0.21321221914166194	NA	NA
OXCT1	3.0594748689871527	0.037728526038047015	0.14140571540793642	0.3748371753734656	NA	NA
UXT	2.0895441493224327	0.037723880227980996	0.1452887003763809	0.22386535930351817	NA	NA
LRRC45	1.3641790329227332	0.03771615171972337	0.1448458804130056	0.25154303236208997	NA	NA
TECRL	1.2472135305899954	0.03770556285949429	0.1459622988120054	0.18927909810672436	NA	NA
GFRAL	2.7259565095991403	0.03770152532549876	0.14291247357896217	0.3282269468076849	NA	NA
LINC02194	0.7518453199128418	0.03770081954903727	0.1466906601503403	0.0936891253934664	NA	NA
ST6GAL1	2.24983408240655	0.037682076439181915	0.14312268036309767	0.31818798174298607	NA	NA
PLXNC1	2.1634270519421137	0.03768057962912631	0.14277442539396984	0.33533992581666455	NA	NA
PLXND1	3.2447869637155295	0.0376782074326403	0.14427676501799688	0.27154373436046764	NA	NA
KCTD21	1.2128488191854194	0.03766384139254451	0.14564408309889268	0.2098963487688549	NA	NA
LINC02425	0.5680265185292984	0.037658474940619614	0.14733397205236295	0.06723494558072625	NA	NA
ADAM15	1.8010393552025783	0.03765792356511571	0.14544229520913168	0.21655926440339926	NA	NA
SLC4A3	4.280499825075558	0.03765476143228161	0.13696425363886713	0.4961700114377798	NA	NA
RPP30	2.4131634186165116	0.03764535336786581	0.14203303746661083	0.3643312046221649	NA	NA
PROK2	1.209840013618299	0.03764447041753509	0.14563522569744694	0.21005719381822657	NA	NA
ERLEC1	2.3697974338694183	0.03763626360366966	0.14172805840951577	0.3674548785042364	NA	NA
CDC25A	2.570318914485045	0.037635916374155004	0.14137678975712284	0.3733557708652864	NA	NA
ZBTB32	3.3532807982787514	0.03762095100158077	0.14008662347861797	0.40974673349063273	NA	NA
TRNP1	1.281377550612477	0.03761501065986164	0.14700151481253193	0.09577785232943589	NA	NA
MBNL1-AS1	1.432606363180844	0.03760587675306982	0.14792757269946225	0.02524860578114881	NA	NA
LIN37	1.551318305877389	0.03760548007813935	0.14413025819303713	0.2789122704723472	NA	NA
NIBAN2	3.6891848051002576	0.03758312918217141	0.14483420744725523	0.24410298801698055	NA	NA
PDIA4	3.6836480270522176	0.037581268375394	0.1470798155287406	0.10018678508774478	NA	NA
SEC14L2	4.071811515561018	0.037579779569051765	0.14509620007927385	0.22910258969546074	NA	NA
PDSS2	1.9878979277453015	0.03755382213884261	0.14309838281829362	0.32358299789012285	NA	NA
RDH13	3.4988952918815674	0.037548175039708066	0.138457349202325	0.44087680015230307	NA	NA
ZBTB14	1.5626355453659833	0.037546958303590644	0.14406374492887242	0.2859557414991137	NA	NA
LRRC59	6.630645521924191	0.037546455366911334	0.1471363153035184	0.09262202686727745	NA	NA
VAMP1	0.9581725594606499	0.03753824599655026	0.1471866743555012	0.06394022873109631	NA	NA
SPATA5	4.848280347900552	0.03753242160494298	0.13547111400926384	0.4846983141385456	NA	NA
VCP	6.404918389855794	0.03752363669224894	0.14548748712136014	0.20536536668101946	NA	NA
TMEM132E	1.9268564463642053	0.03752178367890361	0.142919292807574	0.3303100432726105	NA	NA
KLHL29	1.5723765504579983	0.03752092387509671	0.14420862049144847	0.2798817350361029	NA	NA
GCNA	0.9533849103828868	0.03751974163305915	0.14603039633666515	0.15813001119759856	NA	NA
PAK3	5.203989122237377	0.03751765295103665	0.14604418433794555	0.17144997861903302	NA	NA
TCP11L2	1.7404316852221313	0.037484269506006064	0.14354280694822047	0.3070952854217307	NA	NA
LYRM2	2.6167531733289273	0.03746984489959435	0.14157522213327925	0.37440219492099086	NA	NA
RPS16	12.94183155187888	0.03746057181235528	0.1479340228124125	0.030630146467299932	0.2015364602432737	FALSE
TBC1D10A	1.6017304849666938	0.03745842321059325	0.14424737367451232	0.2744745980245621	NA	NA
GLMP	6.535396734976802	0.03745212801246415	0.14606680187950039	0.16844609372322136	NA	NA
DMAP1	2.5596271783128404	0.03743932841644121	0.14118730726754258	0.37947822631923656	NA	NA
SMAD7	0.7810333449506054	0.03743832395153477	0.1466224869834609	0.0938527550993607	NA	NA
CRTAP	6.460326100815421	0.03743630413264716	0.14813387356294885	0.019384495568706327	NA	NA
RPL3	38.99867078968988	0.03741765944331874	0.1464708416222508	0.1398357519966862	0.3952178478830252	FALSE
NDUFB4	3.4230559772623894	0.037395321474179614	0.14475550474370988	0.24594869783558818	NA	NA
CIAO2B	1.887111945683042	0.037387161007555646	0.14562611130942382	0.20127359058667532	NA	NA
CBR1	2.247508653495929	0.03738671678016226	0.14460181484919024	0.25635801769941874	NA	NA
RPS15	22.404220468376344	0.03738544593761504	0.14695278609381468	0.10244987008564478	0.33870577235801913	FALSE
ANGEL1	7.7462805350694115	0.0373775885553871	0.12888706702349764	0.5583886448159538	0.7597178839926707	FALSE
SESN3	5.656320031307291	0.03736841380594322	0.13399102532563928	0.5035295680016207	NA	NA
NAB2	1.2945164094443602	0.037360012896669195	0.1457942336635338	0.1947598795874422	NA	NA
SYNJ2	13.905759429802677	0.03735915384431485	0.13849997393099314	0.43511335693104913	0.6706007986399924	FALSE
MAP3K15	1.7136154801877803	0.03735772545825071	0.1449947406176138	0.23775203508455256	NA	NA
ZNF526	1.892479176749692	0.037353151678136486	0.14450061751229168	0.2632153273054814	NA	NA
KRTCAP2	5.871841007281761	0.03735271686222415	0.14017779848303613	0.4033707510377101	NA	NA
BLOC1S1	1.6039154351401887	0.037340352284389665	0.14415185685357254	0.28067145187340126	NA	NA
HACE1	4.224539074975004	0.0373349165484941	0.13611042516742633	0.4788039002175948	NA	NA
MAN2A2	5.340021860703623	0.03733051397280329	0.13485844915812986	0.4933621371479893	NA	NA
SIM2	5.379330279895549	0.037329225221544984	0.13548146413077716	0.4737419882479813	NA	NA
SPAG16	12.860297784128715	0.03732792722350026	0.13976510900532704	0.410981806922226	0.6521505400358593	FALSE
ZNF625-ZNF20	1.8884921454995292	0.03732476243571746	0.1446495743154476	0.25573694319259116	NA	NA
ECI1	1.2542574555184995	0.0373132296149001	0.14546393834426619	0.20124676377315784	NA	NA
OR1A1	2.7633820742561768	0.03730766910438484	0.14469132992261635	0.25074145278751386	NA	NA
TBC1D25	3.11872014024224	0.03730399778323556	0.14214868228428587	0.3528767329551789	NA	NA
TRAPPC5	5.586588454289675	0.03730004997902968	0.14022416383630243	0.40248557024848286	NA	NA
PTPRN	1.44387721587696	0.03729596955510138	0.14506004557204463	0.23674810280142544	NA	NA
PSMB10	1.0514036861723033	0.037289899194765	0.14614416132700775	0.14351255120717787	NA	NA
ARID3B	6.7893752759120245	0.03728668610610549	0.13910416491517874	0.426955999037603	NA	NA
ADCY8	0.5870099017759732	0.03726747838172861	0.1472798555612757	0.06309568247274697	NA	NA
LINC01346	6.492840397397004	0.037266076170453424	0.14563938311339544	0.19346716892403504	NA	NA
TMEM245	3.710261447933642	0.03726302340320824	0.13793619496942713	0.45157981696916816	NA	NA
CSRNP2	3.071612582429657	0.03725159877128982	0.14350046151748502	0.3136548195214013	NA	NA
ZNF850	3.7402872539300467	0.037233737167104514	0.13888475786684984	0.4330734472817974	NA	NA
KCTD21-AS1	0.9608363172388212	0.03722686570994849	0.1458458744037473	0.16163241348495766	NA	NA
NDUFB9	8.298595752168733	0.03721477167296848	0.14827063693370152	0.008528049332271845	0.1162507777399162	FALSE
MYO3B-AS1	12.202449709956497	0.03721123470526596	0.13516050439793512	0.490803974577706	0.7101577062325467	FALSE
PLSCR2	3.283955807223934	0.037210661295650954	0.139203720993079	0.42918857214777684	NA	NA
AIFM1	1.6085393354428528	0.03720833254788756	0.1441201567127674	0.28098261648652106	NA	NA
AXL	13.105174117875565	0.0372022117019266	0.1479857821767277	0.02166987534359533	0.1758902417490117	FALSE
YDJC	1.2563467645802153	0.03720165750950465	0.14554970355194266	0.20377439029153163	NA	NA
RNU4-82P	0.9566178473955659	0.03718674439857817	0.1458279716520428	0.16171196435914054	NA	NA
RNF121	1.777751248090395	0.03718446918911196	0.1434138876542173	0.3117577001460297	NA	NA
SLC45A4	4.872516593983537	0.037170051196977354	0.13521909533618892	0.49689118220001344	NA	NA
FKBP14	2.642305764086642	0.0371700180576464	0.14597034633300213	0.17324984615628203	NA	NA
CPE	1.378905464709748	0.03716419804355496	0.14463352110356492	0.2581626601639319	NA	NA
ALG12	1.3127449530976518	0.037163786486468196	0.14809709580403926	0.011125449948875285	NA	NA
NDUFAF2	1.7986862002414052	0.03715443271575392	0.1435445947669006	0.30617101702160016	NA	NA
FKBP1B	0.8145387352744599	0.037153708730600865	0.14659717616449341	0.09097576793952844	NA	NA
UQCRQ	11.450702026870546	0.037153369336735194	0.14647065123958636	0.13423928809532124	0.3886663940889941	FALSE
NAA10	2.2813913529152714	0.037152617990081696	0.1446824625660469	0.25029225783981907	NA	NA
STXBP2	8.591776560160152	0.037150072693667234	0.12818301232304294	0.5561580141957754	0.7588573670707682	FALSE
CYRIA	1.5610132209284755	0.03714607024306752	0.14385055577485958	0.2759462789501467	NA	NA
SMIM29	0.8408917864047133	0.03714380822249247	0.14664755378138297	0.08745831559523784	NA	NA
MBD1	4.928247682591333	0.0371419095460413	0.13564620175467804	0.4854679056024927	NA	NA
LMO7-AS1	0.9431537054463691	0.03713673920723235	0.14580415129791752	0.16193053837195437	NA	NA
HOXC10	0.7866084531610862	0.03713588652608149	0.1465301540501254	0.0944253835146751	NA	NA
TLR4	1.858621937355622	0.037135822831242546	0.1441618246179473	0.27757930667643976	NA	NA
EIF5A2	2.812395586871141	0.03713425424833847	0.14152282616702075	0.37514152599782613	NA	NA
CCDC115	1.1754525390445019	0.03713129234530504	0.14525430042049162	0.22536335769230204	NA	NA
ZNF629	2.9168539679197143	0.037126481993445724	0.13979366542197103	0.4159857297505388	NA	NA
RABL3	2.6288174596839915	0.03712306293016763	0.14368650578779757	0.2967201791664444	NA	NA
DNAJC6	4.617366445532783	0.0371209034402648	0.14313112288023933	0.3160211161969162	NA	NA
PPP2R3C	2.318989490871224	0.03711852551971059	0.14146063182724505	0.3761974296244916	NA	NA
ZNF446	1.1831824122691468	0.037114439139211926	0.14534672649892103	0.22107618122129025	NA	NA
NUP54	3.54211519035443	0.03711238120707906	0.13838404892474054	0.43961540403285704	NA	NA
DLC1	3.9929844736452926	0.037099878919790545	0.14053979511635453	0.3969768540084381	NA	NA
RPF1	1.7134880906295216	0.037093315566455363	0.14481727781978426	0.24536869629185332	NA	NA
MMAB	3.794996894123274	0.03708994549702486	0.1385114726483914	0.44290425106108045	NA	NA
SPCS3	5.452768445404973	0.03707585463002992	0.14724672263871766	0.07378069406531067	NA	NA
ARPC2	9.704471778004093	0.03707374672576705	0.13038226171967682	0.5367238164900106	0.7422942491165243	FALSE
CD83	0.983175623757144	0.03707368979377036	0.14588696302135587	0.15771555196359632	NA	NA
IFNGR2	4.104369467507201	0.03705817250124594	0.13668423949664774	0.4762285517094028	NA	NA
FLNC	6.870360813175392	0.03705604126050713	0.14832617148500074	0.005259773216310224	NA	NA
CDR2	2.518462178288558	0.03705413714534933	0.14102394008467836	0.3881586524355071	NA	NA
GRIA3	1.7278927317053456	0.037053472713004264	0.14619515145626213	0.15918699484416954	NA	NA
APOBEC3G	1.5740421936097484	0.03705267868082793	0.1440671076516631	0.2827624675858601	NA	NA
SLC35E3	5.783496137086634	0.03704756005058064	0.14486750368134466	0.23578483454462107	NA	NA
RAB3B	13.531998155620858	0.03704639102486342	0.14578667655974306	0.180009841671268	0.4408262177427401	FALSE
ATG4B	4.927881840028292	0.03704426770172327	0.13512424492426345	0.4918638482126874	NA	NA
NOTCH2NLA	4.467063876167375	0.03702998161162048	0.1388931040971772	0.43428699850405883	NA	NA
VPS53	10.179964796069196	0.03700139067001798	0.1251297690961737	0.56941085045852	0.7684541861626784	FALSE
WDR19	3.872401401579035	0.036994951192167946	0.1373299188016756	0.46360656729672106	NA	NA
C9orf40	0.7848148290849352	0.03698284261004939	0.1464940868819718	0.0951692519038132	NA	NA
ERO1B	1.5769875647091955	0.03697856982975819	0.1442589774704206	0.2736074304714456	NA	NA
NPHP3-ACAD11	0.8158992759137208	0.03697684888602959	0.14667965994480847	0.08459314504460243	NA	NA
TPST1	4.499586700351236	0.03696335880261812	0.13642486874707888	0.4789782395142606	NA	NA
ITM2B	5.229503299714832	0.03695162779480109	0.14422454931990852	0.26716294710268196	NA	NA
TMEM86B	1.703509877778069	0.03693475559733826	0.14327393041413944	0.3148532182108436	NA	NA
TGFB1I1	2.7208607757815484	0.036933785310317636	0.144131267449047	0.2753466837714352	NA	NA
SNRPC	3.2739226085340594	0.03693211614527516	0.14635598979852016	0.14089874937167293	NA	NA
GLYATL1	2.1134816717986187	0.03692985570466683	0.14195787908002475	0.3567032997579444	NA	NA
LYRM4	3.6256176259668855	0.03692923517954639	0.14151822005727288	0.37200070077102615	NA	NA
SLC6A17-AS1	0.8035524595978893	0.036918712451984526	0.1466479038211791	0.08478106692915628	NA	NA
AP5M1	5.895804107928139	0.03690997153179339	0.13352138075452116	0.5115447720675949	NA	NA
PGF	1.7389130758430507	0.036909785806038944	0.1432975057096656	0.3151548719594997	NA	NA
FARS2	1.9384380178426404	0.036906290461140204	0.14268082251357708	0.3373619564152806	NA	NA
PLK2	4.259842764754155	0.03688871097519169	0.14721446872300553	0.0719823288106241	NA	NA
GLI2	1.643284825571308	0.03686690269649181	0.14735316053293643	0.05510431436409196	NA	NA
CMTM7	0.9119163251540173	0.03685101847142389	0.1468176952652432	0.07310417994764759	NA	NA
GPATCH1	2.333387525643638	0.036832833949769	0.1414933668312836	0.3769148510468226	NA	NA
FAM98A	3.215528389495586	0.036827889757128	0.1402072065519607	0.4076668213179787	NA	NA
SCML2	1.2099610263340994	0.03682331698917628	0.14535454580960702	0.21566613239745705	NA	NA
OTX1	1.0099028172713465	0.03682297288500287	0.14588089578924548	0.1534278539116967	NA	NA
ZSCAN23	0.7665147061701855	0.036819326551116124	0.14643161598867113	0.09579803829629434	NA	NA
NELFE	4.719673309568009	0.03681925915886323	0.13520535628116842	0.4807637991823814	NA	NA
DCTN4	5.188142303350495	0.03681249164404157	0.14036971496711612	0.40129144316611853	NA	NA
TUNAR	5.6638966719856025	0.0368106916333648	0.14326340599169082	0.310147580284243	NA	NA
OXSR1	3.164360698742612	0.03680849941057353	0.13950430051487353	0.4239634849247526	NA	NA
METTL9	4.739868932898851	0.03679886225447433	0.14350127446576133	0.3004725239599454	NA	NA
ST7-OT4	2.2802768004463183	0.03679597224820837	0.14150126840056038	0.3799396584259922	NA	NA
TSPAN12	0.5905351851446224	0.03679331587179621	0.14710153840196524	0.06680385682235175	NA	NA
OSBPL1A	3.4869317495439254	0.03678188760762576	0.13801196003929395	0.45377602829783215	NA	NA
DNAI1	2.496949288563813	0.03677730678277831	0.14104153329172886	0.3920761634791384	NA	NA
OSBPL5	1.1803132066766548	0.03674516812808643	0.1452625891210709	0.2220583277227178	NA	NA
